unit_price,quantity,website_visits,membership_years,app_usage_score,discount_applied,age,loyalty_program,gender,ventas
64.63317690683539,4,65,3,0,1,58,No,Female,0
42.81238643232065,1,89,0,0,0,55,No,Female,0
47.215115350042744,1,59,0,0,0,46,Yes,Female,0
33.40497538990958,8,67,0,0,1,27,No,Female,0
32.05690063878994,7,27,1,0,1,39,No,Female,0
62.18788733591297,1,89,5,1,0,41,Yes,Female,0
70.34360042856234,2,90,9,2,0,25,Yes,Female,0
48.91984817629499,4,16,4,0,1,64,Yes,Female,0
65.05299346838036,1,85,1,2,0,23,Yes,Female,0
55.424540375714514,3,19,7,1,0,24,Yes,Female,0
40.323203680923136,8,78,8,1,1,37,No,Male,0
55.42093408262621,8,94,6,0,0,34,Yes,Male,1
73.07054849698955,8,12,8,2,0,53,Yes,Male,1
49.46260941335073,6,92,3,0,1,25,Yes,Male,1
73.4696548372101,6,53,6,1,0,30,No,Female,1
10.703823438653835,5,79,4,1,0,41,Yes,Male,0
62.32853756562836,9,23,4,2,0,63,Yes,Female,1
51.30570602357257,4,13,2,0,1,48,No,Female,0
45.51488974301199,7,27,8,2,1,40,Yes,Female,0
51.37641164803254,1,61,9,2,0,34,Yes,Female,0
20.186466280986608,9,47,4,1,1,63,Yes,Female,0
46.70492168243732,7,89,5,2,0,41,No,Male,0
55.3566885726762,9,29,2,1,0,60,No,Male,1
72.16841067112274,7,97,9,0,1,27,Yes,Male,1
42.22594672589529,2,53,6,2,0,48,Yes,Female,0
37.87259595660218,6,60,8,2,1,62,No,Male,0
42.47364434623195,4,28,8,0,1,37,No,Male,0
63.731031765531114,3,77,9,2,0,33,No,Female,0
54.93126664489527,2,75,9,0,1,31,No,Female,0
42.05359694349442,6,22,4,1,0,20,Yes,Male,0
57.699011496700344,8,71,6,1,1,47,No,Female,1
51.456163240220604,6,70,2,2,0,35,No,Female,0
64.52967485799334,9,39,5,1,0,23,No,Male,1
39.469203591839715,5,39,7,1,1,37,No,Male,0
45.085067801033475,2,60,7,0,1,52,Yes,Female,0
44.118377703017636,8,97,1,1,0,36,No,Female,1
28.04727577801822,9,57,5,1,0,43,No,Male,0
54.44180415596864,4,42,6,1,0,52,No,Male,0
53.91582908269834,6,83,6,0,0,29,Yes,Male,1
50.07670184963691,8,91,2,2,0,25,No,Female,1
46.481192999372794,9,28,8,0,1,54,No,Male,0
28.769438869243785,5,80,1,2,0,27,Yes,Male,0
43.69032015851961,6,66,2,2,1,38,No,Male,0
44.85928225209846,4,28,1,1,0,58,No,Female,0
37.96584096167572,5,97,8,1,1,62,Yes,Female,0
47.580714325009865,7,88,3,0,0,59,Yes,Male,1
56.060762852218076,9,50,1,0,1,46,Yes,Female,1
78.29278851815795,6,51,2,0,0,48,Yes,Male,1
52.61866719247759,6,96,3,1,1,57,Yes,Male,1
53.86325586084146,8,61,9,2,0,24,Yes,Male,1
48.883311263507494,4,13,5,0,0,51,Yes,Female,0
21.21843177051438,3,13,4,2,0,51,Yes,Male,0
49.602291868261744,7,14,2,1,0,47,Yes,Female,0
50.9034531491154,5,50,9,1,1,21,No,Female,0
86.94863168727929,2,96,7,1,0,58,Yes,Male,0
47.114585528283165,2,70,7,1,1,47,No,Female,0
54.523210135004184,6,84,6,2,0,42,Yes,Male,1
49.47932345442135,8,64,2,2,0,31,Yes,Male,1
32.46982943570702,1,84,0,0,1,41,Yes,Male,0
67.14234221772531,6,22,4,2,1,60,No,Male,0
61.27899549030161,2,23,0,2,0,48,No,Female,0
61.865479205645705,2,69,5,2,1,56,No,Male,0
36.35918817807892,7,81,6,0,1,45,Yes,Male,0
71.04191466404149,1,34,4,2,1,42,No,Male,0
28.972234058115788,6,91,3,2,0,36,Yes,Male,0
58.80285640700406,7,53,1,2,1,21,No,Female,1
82.85683438714968,8,91,4,1,0,51,Yes,Female,1
35.14195512303968,7,19,8,2,1,49,Yes,Male,0
41.50553405595842,6,80,3,0,0,42,Yes,Female,0
51.49477047631462,9,59,1,0,1,39,No,Male,1
42.44786518825701,3,53,5,0,1,45,Yes,Male,0
26.74004853400801,6,23,7,0,0,35,Yes,Male,0
51.02844462209041,4,24,1,1,0,24,Yes,Female,0
34.06544429410843,2,25,8,0,1,28,No,Male,0
57.10388645952772,1,11,6,1,0,59,Yes,Female,0
36.20863648649295,1,39,1,1,0,28,No,Female,0
73.24901607526309,3,39,4,1,0,26,No,Male,0
38.251200614956446,4,91,4,0,1,52,No,Female,0
45.16907725691487,2,40,6,0,1,54,No,Male,0
62.202758260545046,1,86,4,1,1,40,No,Female,0
31.53703525349067,4,29,5,1,0,50,Yes,Female,0
53.41189901906194,7,58,8,0,0,18,Yes,Female,1
69.60714131423643,6,44,2,2,0,37,No,Female,1
25.88775148158159,6,32,2,2,1,22,Yes,Male,0
52.769507877984566,9,70,7,2,0,46,Yes,Male,1
53.89824191372635,2,93,9,0,0,43,No,Male,0
61.72734307665966,4,64,5,0,1,55,Yes,Male,0
31.445739336828773,5,76,9,1,1,20,No,Male,0
30.193150803735854,1,17,2,0,0,38,No,Male,0
57.829123484253465,8,49,1,0,0,30,Yes,Male,1
54.45477009849779,8,68,1,0,0,48,Yes,Female,1
53.75739275518815,6,41,1,1,1,34,Yes,Female,0
55.19672314245464,5,16,4,1,0,52,No,Male,0
39.79962917632264,8,11,4,2,1,40,Yes,Male,0
53.48380545741505,3,94,0,2,0,20,Yes,Female,0
54.39608709948022,3,15,1,0,1,62,No,Female,0
39.28472872960448,2,45,1,0,0,19,Yes,Male,0
77.98661766717134,5,41,3,1,0,20,Yes,Male,1
57.10749381367681,3,54,6,2,1,37,Yes,Female,0
32.13044754196027,3,51,2,2,1,61,Yes,Female,0
59.84830412950745,6,62,4,2,1,26,Yes,Female,1
35.379774946590175,8,18,8,0,1,21,No,Female,0
61.806269056136784,2,84,4,0,0,42,Yes,Female,0
67.37893368511106,4,96,8,0,0,18,Yes,Male,0
37.68976522472434,7,84,0,1,0,56,Yes,Female,0
64.45064193866483,1,58,8,2,1,29,Yes,Male,0
56.191713904047475,1,11,4,1,0,57,No,Female,0
62.33090239991735,7,76,7,2,0,57,Yes,Male,1
78.4518947398092,7,20,4,0,0,41,No,Male,1
46.31917825995694,1,59,5,1,1,26,Yes,Male,0
38.693957534637654,1,44,7,1,1,63,No,Male,0
36.65728355561715,4,24,1,0,1,37,Yes,Male,0
37.762845725518424,5,84,2,2,0,22,Yes,Female,0
48.843474358788434,5,40,8,2,1,37,Yes,Male,0
55.117279622249654,4,71,4,2,0,38,No,Female,0
54.150361989950284,8,37,4,2,0,19,Yes,Male,1
62.40774873554036,7,34,8,0,0,38,Yes,Female,1
50.19502837816861,9,93,9,0,0,59,No,Male,1
71.80301115735975,7,34,2,0,1,41,Yes,Male,1
46.03014750143066,1,84,3,0,1,26,Yes,Female,0
90.80253749884429,7,92,6,1,0,56,No,Female,1
59.385010216475095,1,10,1,1,1,47,Yes,Female,0
37.14263665375576,7,68,7,1,0,35,No,Female,0
33.93661252908332,8,78,4,0,0,61,Yes,Female,0
57.23708622864778,9,83,0,2,0,60,Yes,Male,1
46.64805822011223,3,51,2,1,0,27,Yes,Male,0
60.71000741138138,4,43,8,1,0,62,No,Male,0
57.09856436860317,4,75,4,0,1,58,No,Female,0
48.90756631014691,9,27,7,2,1,38,No,Male,1
37.29809422897392,7,86,0,2,1,39,Yes,Female,0
27.277291629712032,3,14,6,2,0,34,No,Male,0
43.302275718994686,5,29,6,0,1,22,Yes,Female,0
62.84598191485209,7,75,7,2,1,23,Yes,Female,1
53.21140616195306,8,84,2,1,1,27,No,Male,1
31.31391831932018,1,71,0,1,0,60,Yes,Female,0
52.59771388776773,2,41,8,1,1,19,Yes,Male,0
55.77976069593255,7,67,0,0,1,24,Yes,Male,1
36.74213845698301,2,59,5,2,1,63,No,Female,0
52.305876589182915,7,47,8,0,0,21,Yes,Male,0
50.87313077669,9,64,1,2,0,54,Yes,Female,1
32.85544553254066,2,37,3,0,0,36,No,Female,0
55.36681040522425,7,83,1,1,0,45,Yes,Male,1
58.41176789552352,4,95,3,0,0,37,Yes,Female,0
66.24576864762915,2,90,1,0,1,47,No,Female,0
65.80703078052355,7,31,0,0,0,59,No,Male,1
29.334959480643633,5,52,2,1,0,55,Yes,Female,0
35.93262440127316,1,92,7,0,0,19,No,Female,0
57.7255290081299,5,90,4,0,0,20,Yes,Female,0
57.706789263683135,3,97,3,1,0,64,Yes,Female,0
57.72571529459072,7,45,4,2,0,59,Yes,Male,1
107.79097235982081,6,61,5,0,0,56,Yes,Male,1
58.56335766039751,8,45,5,1,1,42,Yes,Male,1
67.03348460270898,5,37,4,0,0,19,No,Male,0
64.31002645239803,2,87,5,1,1,56,No,Male,0
59.77086876958697,9,67,8,2,1,32,No,Male,1
45.27096133039482,8,45,4,2,0,20,No,Female,0
61.38453830739901,6,79,5,0,1,22,Yes,Female,1
38.40762178193643,7,18,3,1,0,57,Yes,Female,0
46.44772089889987,9,30,2,2,0,53,No,Female,0
42.71954678256345,7,73,5,2,0,57,No,Female,0
51.22811209079484,3,85,4,1,0,55,No,Male,0
84.71987850010262,6,70,3,0,1,54,Yes,Male,1
21.99102211112378,7,49,4,2,0,44,Yes,Female,0
60.2939028556177,2,65,6,2,0,22,Yes,Male,0
25.809261932155223,3,13,0,2,0,34,Yes,Male,0
42.9210220131585,4,40,0,0,0,55,Yes,Male,0
66.33425895451049,6,36,0,2,1,62,Yes,Male,1
50.96420028643194,1,67,1,1,0,58,No,Male,0
33.83382833106041,9,34,8,0,0,29,Yes,Female,0
39.27044436110047,5,78,4,2,0,59,Yes,Female,0
60.19396623402014,7,79,8,1,0,48,No,Male,1
39.04450052424295,9,14,4,1,0,50,Yes,Male,0
53.246878843729625,9,17,6,0,0,60,Yes,Male,1
50.68357759855721,1,18,5,1,0,46,Yes,Female,0
40.22599478591275,1,24,1,0,1,55,No,Male,0
82.15916133987989,3,16,2,0,0,20,Yes,Male,0
59.50878533477017,6,81,4,0,1,55,No,Male,1
19.622861200135894,2,24,3,1,1,58,Yes,Male,0
52.796814721541416,1,46,5,0,1,57,Yes,Female,0
40.07320302847418,1,92,7,0,0,47,Yes,Female,0
62.78650002194336,5,48,7,1,1,64,Yes,Male,0
38.11218892350949,4,15,2,0,1,39,Yes,Female,0
48.278953377996515,1,92,3,2,1,55,No,Male,0
57.57480918470686,4,66,0,1,0,49,Yes,Female,0
62.98632791255182,3,90,1,1,0,60,No,Male,0
31.995553894163358,2,28,8,1,1,27,No,Female,0
44.98248146238578,9,72,9,2,0,49,No,Male,1
42.87582033258566,1,40,9,0,0,60,Yes,Male,0
40.200061511394324,7,84,1,1,0,21,No,Male,0
76.48181360421646,4,88,5,1,1,46,Yes,Male,1
56.07472566441433,5,19,6,1,0,62,Yes,Female,0
31.086740684974323,5,96,5,2,1,25,No,Female,0
63.767929205821645,1,76,7,2,0,37,Yes,Female,0
81.8323429551895,6,71,8,2,0,64,No,Female,1
65.4869789082672,9,12,7,0,0,24,Yes,Male,1
27.2094505106898,2,27,4,0,1,18,Yes,Female,0
42.73648890700623,7,34,7,2,0,42,Yes,Female,0
69.00366723779933,6,29,9,0,0,43,Yes,Female,1
39.38495801571829,5,67,9,2,0,26,Yes,Female,0
56.657291422193424,4,95,8,0,0,40,Yes,Male,0
61.61951080144005,4,59,7,0,1,57,No,Male,0
36.09604292632876,6,88,1,2,0,19,No,Female,0
49.107119659073,4,19,1,1,0,43,No,Female,0
1.380989898963911,5,30,2,1,0,31,No,Male,0
34.63418537998565,6,38,6,0,0,61,Yes,Male,0
46.2114777291026,5,19,8,0,1,48,No,Female,0
31.283252270527257,7,22,7,0,0,43,Yes,Female,0
74.48616955897452,9,56,8,0,0,36,Yes,Female,1
28.54787933059051,7,32,5,0,0,55,No,Female,0
43.39933269954524,7,59,0,0,1,22,Yes,Male,0
51.96110865929137,4,96,3,2,0,23,No,Male,0
71.61909933599173,1,13,5,1,0,52,Yes,Male,0
28.46206773230841,8,76,5,1,1,33,Yes,Male,0
67.4474562823244,4,94,7,2,1,48,Yes,Male,1
50.1534959152938,1,62,0,2,0,35,Yes,Male,0
35.27737023428074,5,11,1,1,0,31,No,Female,0
56.93155211394906,8,77,1,1,0,42,No,Male,1
52.98589543360205,4,74,5,0,1,32,Yes,Female,0
40.99674684261808,8,88,6,1,1,43,Yes,Male,1
51.04703127485028,8,66,1,0,0,53,Yes,Female,1
44.220296047073596,3,79,4,0,1,28,No,Male,0
51.70276017876872,9,16,5,1,0,54,Yes,Male,1
59.9319601178157,3,28,3,0,1,58,No,Female,0
73.79025224218029,1,53,0,0,1,54,No,Female,0
31.432767517597263,2,72,2,2,1,24,No,Female,0
81.995500619844,6,74,9,1,0,35,Yes,Female,1
20.718683007162472,2,48,8,2,0,37,No,Male,0
47.72322357446625,6,92,5,0,1,19,No,Male,0
58.82475809726865,1,35,1,0,0,43,No,Male,0
54.21487801602549,1,53,8,2,0,40,No,Male,0
40.659507202691096,5,21,3,2,0,49,Yes,Male,0
46.87816624464087,9,31,7,2,0,30,No,Female,0
42.604985980117505,8,86,9,0,1,30,No,Male,1
41.15952864583683,3,23,6,1,0,34,No,Male,0
62.744031455315366,3,95,2,0,0,42,No,Female,0
55.35523228947571,1,39,7,2,0,39,Yes,Male,0
39.60635607109019,3,53,3,1,1,44,Yes,Female,0
63.493998131498756,1,93,1,2,1,34,No,Male,0
54.60949281314914,8,47,4,0,0,43,Yes,Male,1
62.1929317825844,1,68,0,1,0,55,Yes,Male,0
59.44443262885419,5,51,7,1,0,31,Yes,Female,0
37.56507483616892,9,61,7,0,0,31,No,Female,0
41.597284397045456,7,72,2,2,1,29,Yes,Female,1
61.20940407684893,4,70,0,2,0,22,Yes,Male,0
59.155553981501974,9,43,3,2,0,54,Yes,Female,1
49.68647609053778,9,48,8,0,0,21,No,Male,1
51.75991074963173,2,50,8,2,1,46,No,Male,0
69.16497343682637,6,46,0,1,1,42,Yes,Female,1
41.12642916746255,4,74,6,2,1,62,Yes,Female,0
58.20646071755057,8,88,5,2,0,21,No,Female,1
46.96711021349159,7,41,6,1,0,33,No,Male,0
46.73478195159169,7,17,6,1,1,19,No,Female,0
66.48165277980786,9,27,7,2,0,40,No,Male,1
62.38124523482045,5,54,7,1,1,21,No,Male,0
62.20264454000958,6,42,9,0,0,37,Yes,Female,0
69.58218210731494,1,14,1,1,0,34,Yes,Male,0
50.31505762449139,6,91,3,0,0,23,No,Female,0
60.22929456942446,2,83,3,1,1,35,No,Male,0
45.34599865109816,6,45,9,0,0,37,Yes,Male,0
54.86249528732663,9,32,7,0,1,56,No,Male,1
48.047854184484734,8,49,2,2,1,62,No,Female,1
51.45493947489077,9,14,2,1,1,58,No,Male,1
58.9273553815537,8,43,1,1,0,51,Yes,Male,1
37.726689751497915,3,33,0,1,0,57,Yes,Male,0
81.3858091352819,8,26,7,0,1,63,No,Female,1
34.90973927750447,6,80,8,2,0,41,Yes,Male,0
31.78717080818402,6,90,8,1,0,35,Yes,Male,0
67.37166310250102,6,31,7,2,0,47,No,Female,0
61.87494040944404,3,24,4,2,0,18,No,Male,0
59.36179725578233,1,24,0,0,0,40,Yes,Female,0
59.4251826389642,4,34,8,1,1,46,No,Female,0
49.81629840729628,6,62,5,2,1,58,Yes,Female,0
36.54118442771252,2,30,6,1,0,58,Yes,Male,0
51.137068372905894,7,75,7,1,1,49,No,Male,1
39.842574327318324,7,41,4,1,0,19,No,Male,0
64.62679600126627,4,30,5,2,0,53,Yes,Male,0
47.79413927746792,4,77,6,0,1,62,Yes,Male,0
37.61754204811233,1,53,6,0,0,34,Yes,Male,0
45.1792123752051,2,92,1,2,1,60,No,Female,0
56.193971814134365,9,75,0,1,0,19,No,Female,1
41.54413170794038,8,99,7,1,1,21,Yes,Female,1
37.666694066503524,8,23,4,0,0,61,Yes,Male,0
53.65530817237868,9,24,9,2,0,51,Yes,Female,1
53.674498566630845,7,29,1,2,0,18,No,Female,0
42.39585236943305,9,43,2,0,0,40,No,Male,0
42.93442541572516,2,45,5,2,0,23,Yes,Male,0
53.480749060364545,6,92,9,2,1,33,No,Female,1
28.27873487754014,3,18,5,0,0,19,Yes,Female,0
28.888043384351672,6,80,7,0,1,63,Yes,Male,0
39.22333668121346,3,39,4,2,0,29,Yes,Female,0
46.798292724322295,8,86,4,2,0,44,Yes,Female,1
54.66361348397007,4,72,6,0,1,36,No,Male,0
72.13034325424329,6,44,9,0,1,45,No,Female,1
62.86489434803029,9,22,4,1,0,52,Yes,Male,1
47.60092205054859,2,88,8,2,1,60,Yes,Male,0
49.71475688145967,2,55,5,2,0,21,Yes,Female,0
34.96205953043287,7,65,6,0,0,24,Yes,Female,0
49.72230296011415,2,18,7,0,0,54,No,Male,0
45.670120416197925,2,96,4,1,1,42,No,Male,0
54.84077840507134,4,45,3,1,1,58,Yes,Female,0
37.59153584671515,9,12,7,0,0,34,Yes,Male,0
57.79019771361759,8,28,9,2,1,58,Yes,Female,1
72.99108369503867,2,37,8,1,1,31,No,Female,0
48.36859777314714,8,32,0,0,0,54,Yes,Male,0
56.02567583148412,4,16,2,0,1,19,Yes,Female,0
60.352159875666686,2,85,3,0,0,41,Yes,Female,0
43.98169292171246,7,23,6,2,0,32,Yes,Male,0
53.36138722715625,6,55,5,0,1,50,Yes,Female,0
50.18888601172692,5,24,9,0,0,29,No,Male,0
51.465141478232475,1,76,9,2,0,36,No,Male,0
38.404853242168,2,24,0,0,0,64,Yes,Female,0
50.36765261388414,8,60,3,0,1,22,Yes,Male,1
57.46997436868175,1,97,5,1,0,18,No,Male,0
71.76715411692562,3,17,2,0,0,60,No,Female,0
64.3890623912781,2,78,1,2,1,26,Yes,Female,0
82.29773686267335,5,71,1,1,0,56,No,Female,1
38.489786556679256,4,60,9,0,1,51,No,Female,0
63.08480955081017,7,72,3,2,0,46,Yes,Male,1
52.75013008607527,5,77,0,0,0,63,Yes,Male,0
82.8470439982651,8,87,9,1,0,19,No,Male,1
37.87552571967273,4,25,1,2,0,36,No,Female,0
37.40417236728836,6,93,9,1,1,45,Yes,Male,0
41.009110318339665,4,33,1,2,0,52,Yes,Female,0
18.141564135352898,2,15,3,2,1,57,Yes,Female,0
42.113674674788584,1,66,3,0,0,39,No,Female,0
38.61301007669453,1,40,0,2,1,21,Yes,Male,0
52.25590679714311,8,15,6,2,1,25,Yes,Male,1
55.12633963665739,4,88,6,0,0,18,No,Female,0
78.14256258823829,5,38,9,2,0,53,Yes,Female,1
64.25635757279075,8,76,9,2,1,24,No,Female,1
41.346445165063955,7,84,9,2,1,42,Yes,Female,1
36.52377992977463,8,12,0,2,0,46,Yes,Male,0
57.37878757259759,8,37,7,0,0,18,Yes,Male,1
30.196501894690368,6,83,9,0,0,35,No,Female,0
77.47188148781531,2,57,6,1,1,21,No,Male,0
67.69160181081931,6,89,6,2,1,37,Yes,Female,1
42.962365218429426,1,19,5,0,1,63,No,Female,0
24.302982063636836,1,42,3,2,0,25,No,Female,0
70.3080856124812,3,76,7,0,0,44,Yes,Female,0
48.28190232121073,3,78,1,1,0,56,Yes,Male,0
68.56724467960193,5,21,6,2,0,52,Yes,Female,0
26.083585118084493,1,66,2,1,0,42,No,Male,0
41.00937465569341,6,53,2,1,0,31,No,Female,0
50.07865549577275,7,22,6,1,1,61,Yes,Female,0
50.70470890647113,3,33,2,0,0,64,Yes,Male,0
43.249017927811344,4,53,4,2,0,57,Yes,Male,0
59.34274898521248,3,66,7,0,1,48,Yes,Male,0
33.98569355926108,1,25,3,0,1,22,Yes,Female,0
47.8643077246806,8,30,6,2,0,34,Yes,Female,1
51.804434475678484,2,85,6,2,1,27,Yes,Male,0
57.71658251088124,1,60,1,2,0,60,No,Male,0
60.674223171333345,8,30,7,2,0,33,Yes,Female,1
33.13036862243196,7,69,9,0,1,21,Yes,Female,0
26.988287438965667,7,60,9,2,1,22,Yes,Male,0
69.16515232847763,4,30,8,2,1,59,Yes,Male,0
54.98471017969388,9,15,5,2,1,63,No,Female,1
38.7727019516517,6,82,4,1,0,58,Yes,Female,0
73.26727963283784,2,74,0,2,0,37,Yes,Female,0
51.73511951439288,1,85,0,2,0,23,Yes,Female,0
67.6894577609574,1,67,8,0,0,28,Yes,Female,0
51.01277722115164,9,87,3,1,0,34,Yes,Male,1
80.91121887322981,4,15,0,0,0,58,No,Female,0
76.33011263664807,5,74,9,1,1,20,Yes,Male,1
46.2655377728139,3,95,2,0,1,33,No,Female,0
64.57356426431534,4,43,5,0,1,53,Yes,Female,0
59.680639243777215,8,65,7,2,0,43,Yes,Female,1
70.52947336298523,4,84,9,2,1,41,Yes,Female,1
35.52614809129843,9,12,1,1,1,64,No,Male,0
60.29077189997659,9,51,7,1,1,51,Yes,Female,1
65.87636730274382,6,71,0,1,0,37,Yes,Female,1
23.618907703653285,2,15,1,2,0,34,Yes,Female,0
32.25112231001337,7,15,7,0,1,37,No,Male,0
19.411517333598493,9,72,6,1,1,33,Yes,Female,0
45.95889748333163,6,29,4,2,0,21,No,Female,0
60.76313383693943,3,30,9,2,0,35,No,Male,0
72.53535578144042,7,11,1,0,1,53,No,Female,1
51.111421706296625,5,99,8,0,0,52,Yes,Male,0
74.42923318356938,1,99,4,2,1,47,No,Male,0
29.29847812677663,3,65,7,0,0,35,Yes,Female,0
24.44926340967268,5,19,3,0,0,38,Yes,Female,0
49.16678451655072,7,96,8,2,0,49,No,Male,1
55.76098173408961,3,79,9,1,0,22,Yes,Female,0
49.509578778588605,6,32,6,1,0,58,No,Female,0
18.98836849940185,5,39,1,2,0,40,Yes,Male,0
48.66319940730818,1,87,2,1,0,47,No,Male,0
30.432957492427203,6,46,1,2,0,44,Yes,Female,0
60.04508823245058,8,64,4,2,0,32,No,Female,1
55.498973691452726,1,58,1,0,0,58,Yes,Female,0
35.90180320508967,2,43,4,1,1,31,Yes,Female,0
42.2919962399496,4,53,8,2,0,38,No,Male,0
34.11179717166573,2,31,1,1,0,51,No,Female,0
49.059813540902425,9,40,8,1,0,43,Yes,Female,1
64.32713480751858,8,16,6,1,1,42,Yes,Female,1
35.21410930496684,8,30,6,2,0,62,Yes,Male,0
57.560697732767665,4,25,4,0,0,48,Yes,Male,0
42.04613572441339,5,29,7,1,0,23,Yes,Female,0
38.10690751606484,4,52,6,2,1,21,No,Male,0
48.394544600681634,9,53,5,1,1,41,Yes,Male,1
34.47136516370939,2,56,1,0,0,59,Yes,Female,0
41.69526041979227,8,28,5,1,0,48,No,Male,0
32.03183161116728,2,57,1,2,0,36,Yes,Male,0
79.47087699374583,1,88,0,1,0,28,Yes,Female,0
50.52895327957593,3,78,8,1,1,46,No,Male,0
39.50411738011122,9,20,4,1,0,22,No,Male,0
53.20969866101333,3,88,9,0,0,35,No,Female,0
48.31507925463755,9,38,9,1,0,20,No,Female,1
46.685456007001655,7,54,3,2,1,57,Yes,Male,1
59.21250050065138,1,77,7,1,1,28,Yes,Female,0
61.36261565070958,5,45,4,1,1,38,No,Female,0
42.04248278584209,9,57,6,1,0,47,Yes,Male,1
41.3627263903298,3,96,2,0,0,36,Yes,Male,0
45.874224542725344,9,24,7,2,0,42,No,Female,0
15.471182528966224,5,53,7,1,0,52,No,Female,0
27.272134067021717,9,76,2,2,0,29,Yes,Female,0
70.50311401166786,6,83,8,2,0,64,No,Male,1
74.67451570251926,9,49,7,0,0,43,No,Male,1
46.264459406654325,7,95,0,2,1,22,No,Male,1
58.648354445836496,7,23,7,1,1,36,No,Female,0
54.66875231815304,8,72,3,0,0,44,Yes,Male,1
96.18321212682856,7,90,5,0,0,55,No,Male,1
66.79362367151865,9,94,9,2,0,46,No,Female,1
48.0812361277885,9,60,8,0,0,29,No,Male,1
35.666893390993614,6,88,4,2,0,36,No,Female,0
25.90330519613641,7,67,6,2,0,26,Yes,Female,0
53.051954538008346,2,24,0,0,1,35,Yes,Female,0
38.654738820735446,9,74,8,1,0,46,Yes,Female,1
28.666194356034886,1,97,5,2,0,20,No,Female,0
40.301406736362104,1,64,3,0,1,40,No,Male,0
33.77677994578407,3,85,5,0,0,47,Yes,Female,0
75.30712452608847,6,19,4,2,0,63,Yes,Female,1
63.224596354241754,5,51,2,2,0,41,No,Female,0
49.88041038025074,2,20,6,2,1,54,Yes,Female,0
72.19916208335039,9,25,2,2,0,54,Yes,Male,1
51.16052461471428,4,82,1,1,0,21,Yes,Male,0
